"","time","send","recieve1","receive2","receive3"
"378",1885,43.3868813467635,45.1354586533487,48.5179204207875,50.9165380971231
"379",1890,43.6257601025131,44.6682072525032,48.4419079516772,50.8559017916188
"380",1895,43.8709294634702,45.3052441244259,48.2706505765342,50.7324398944478
"381",1900,44.1221474770753,44.7378796839765,48.2383526849727,50.7583168536383
"382",1905,44.3791662214787,45.3222154580341,48.2731201272589,50.7802534808546
"383",1910,44.64173205021,44.8922203389933,48.117881104044,50.6747137551475
"384",1915,44.9095858424963,45.3692385483142,48.2297370115627,50.6726112098673
"385",1920,45.1824632589828,45.0513067620013,48.0421116199318,50.6978113191013
"386",1925,45.4600950026045,45.7302846454981,48.1095014102543,50.5186653012271
"387",1930,45.7422070843493,45.5615403929957,48.3030592894875,50.6397493576314
"388",1935,46.0285210936522,46.2536571801047,48.0012232920482,50.4820109753806
"389",1940,46.3187544731532,46.018657989801,48.1458181341562,50.4597036650729
"390",1945,46.6126207975471,45.8520686086243,47.7799580201349,50.4319852934345
"391",1950,46.9098300562505,46.3037001416284,48.0602755945823,50.3017326155804
"392",1955,47.2100889396077,45.5505041734934,47.9520825608964,50.2992684234253
"393",1960,47.5131011283514,46.336800619723,47.8193600837679,50.3667145372148
"394",1965,47.8185675860346,46.8259803850469,48.1722494334783,50.2788386211729
"395",1970,48.1261868541428,47.1163785767374,47.8750813843138,50.14401145278
"396",1975,48.4356553495977,46.6516486285173,47.6349413319719,50.1986532951918
"397",1980,48.7466676643569,46.777378103416,48.0083013671976,50.2003015779871
"398",1985,49.0589168668148,46.2562749908097,47.9597831809541,50.1905144233973
"399",1990,49.3720948047069,47.3124628513232,47.8329711051985,50.0391569267558
"400",1995,49.6858924092187,47.4622509938129,48.0676632392305,50.1004631384446
"401",2000,50,46.7834364634183,47.9506534214704,50.0484740155979
