medianIncome,medianHouseValue
2.2169,61.6
5.6912,311.8
1.2434,500.001
1.8095,78.1
2.2449,93.2
3.0486,68.5
2.3669,165.3
3.0217,160.9
1.7446,109.4
1.6395,44.4
2.6964,68.5
1.9018,137.5
4.218,393.8
4.0806,189.2
3.3125,150
2.875,57.4
3.1563,186.2
2.7353,192.4
3.9519,193.5
2.2452,102.8
3.8372,129.3
5.9806,370.5
5.9062,383.2
3.5282,67.5
6.0265,247.9
5.9369,225.2
6.8645,195.9
1.3365,183.3
6.0666,311.5
3.5652,329.5
2.8214,158
5.1265,211
2.7321,104.3
4.625,163
2.2232,162.5
6.6842,265.3
3.3011,252.3
4.945,298.4
3.0189,144.1
1.6784,71.9
1.8088,118.8
2.0804,226.7
4.875,90.8
3.3616,89.6
3.0625,141.5
4.2037,125.4
4.0109,192.9
3.925,287.1
10.0088,242
2.442,69
5.6304,243.1
5.4399,187.1
3.8269,306
6.8588,302
2,109.8
7.6923,329.8
3.0927,140.6
4.0583,87.5
7.5218,291.5
5.1698,188
2.9531,127.1
4.1382,189.8
6.5799,218.1
5.5124,174.3
2.7727,186.8
0.7054,137.5
2.3438,89.4
2.3929,77.2
4.7857,152.5
5.143,176.5
3.8534,99.7
2.125,118.8
3.6853,90.9
3.6687,335
2.9911,263.9
3.1458,178.3
3.0742,57.9
2.85,125.8
4.9444,285
4.5,158.3
5.7709,190.3
3.1607,189
1.1642,400
3.9309,178.5
3.3125,100
4.2234,162.1
4.1146,177.8
2.6078,116.7
3.053,500.001
4.3851,117.3
3.9375,341.2
3.12,155
1.2096,100
4.4286,262.1
4.5368,168.8
4.0972,181.4
6.5587,239
4.7391,272.8
4.0132,229.4
1.8878,51.6
2.1136,111.8
4.0469,80.7
5.1923,500.001
1.6898,95.1
3.6719,259.8
1.2171,80.3
2.5662,118.2
2.314,169.4
4.712,158.6
3.7619,127.6
4.3906,93.9
1.4936,66.9
6.1049,297.2
2.599,362.2
3.4427,160.8
14.5833,500.001
13.2935,500.001
1.87,170.8
3.8882,159.5
6.2734,267
7.7751,194.1
4.8981,166.3
3.3125,78.3
1.0625,89.8
3.4896,185.9
3.1908,255.6
3.6667,252.6
2.6607,169.3
1.975,47.5
3.2135,212.7
1.9955,54.2
3.375,200
4.8456,146.4
2.9688,152.7
2.9389,213.2
1.6094,93
5.0165,202.3
5.6344,228.7
2.7031,109.2
5.9629,286
1.8771,247.5
5.7248,398.8
2.6875,73.7
11.706,500.001
2.9643,147.4
2.7266,266.8
12.8763,500.001
6.1684,288.1
4.5707,175.9
4.1064,246.1
4.1838,85.6
1.5427,88.5
4.2813,297.2
2.0437,137.2
3.6292,183.6
1.4663,64
2.1898,63.2
2.3783,81.4
7.8528,368.9
2.7002,88.3
3.8456,500.001
4.775,143.3
1.7958,140.4
4.2115,118.9
3.1734,181.6
5.0976,469.8
3.0179,500.001
5.1708,418.8
2.6466,168.5
3.5532,158.4
6.6633,283.7
3.4083,156.7
3.1977,289.3
3.2176,187.5
2.3667,17.5
5.5654,281.8
4.419,156.9
2.9271,146.6
5.1045,161.3
7.6832,319.8
1.3269,166.1
6.8406,500.001
1.9233,207.1
1.5547,93.9
4.4085,139.4
4.0962,214.1
3.9696,258.3
2.8603,128.9
1.6164,77.8
3.9219,205.2
3.6304,312.2
1.9119,98.8
3.8244,180
6.8407,266.7
2.9167,145.8
6.2389,500.001
3.1406,223.1
2.6619,117.6
1.933,120
4.1302,258.3
5.0499,306.8
2.0694,175
7.8588,454.8
3.18,362.5
3.4312,68.4
1.7038,118.1
4.2656,233.7
4.2656,241.4
6.3489,337.9
5.9291,284.6
4.7188,350
4,273.7
2.4817,169.5
2.2431,172.7
1.9667,133.9
4.8365,313.9
3.5988,84.5
2.5863,98.3
1.1944,57.5
3.87,264.5
3.8125,170.3
1.8958,67.5
3.9688,483.3
3.0179,118.8
3.5081,116.7
5.1491,207
0.9722,137.5
2.1444,229
2.875,144.8
7.7197,275
3.25,107.1
3.7969,159.4
4.1316,443
3.0107,242
3.6602,120.7
4.0057,172.7
3.0375,171.9
2.9531,104
5.7559,215.8
4.8854,330.6
4.6898,226
8.3924,500.001
4.337,157.8
4.0556,275
3.6856,90
5.4243,214.7
4.05,200
3.5242,121.4
3.5179,84.4
2.3417,191.7
5.0699,266.1
4.9844,187.5
4.7568,143.5
2.1406,402.5
2.39,183.3
4.3292,206.5
2.6648,164.6
2.3243,85.5
3.7292,182.2
3.5352,357.8
2.5978,142.9
2.3373,57.1
7.585,380.1
2.7955,96.3
1.9531,227.8
2.875,162.5
2.2138,99.2
2.25,123.5
1.586,56.9
5.2203,286.5
4.0328,294.6
4.7804,101.1
2.7202,190.3
2.5991,147.5
4.119,110.9
3.3906,300
3.3816,262.5
2.2262,64.5
1.975,66.4
3.4491,133.8
3.7188,250
3.5403,98.6
3.3906,138.1
4.7917,187.5
3.9522,124.6
1.4224,189.6
0.9708,107.6
3.0349,266.7
2.9312,239.1
6.1133,349.3
4.6625,290.9
3.1583,239.2
2.4659,231.3
1.1434,91.3
3.7303,149.7
4.7,190.1
5.5106,290.9
5.6494,376.2
2.9625,101.2
3.0489,152.6
1.4792,97.5
5.22,399.4
4.5053,123.7
2.2768,96.2
1.925,74.1
2.3357,175
1.8021,55.9
5.8899,243.2
5.4663,248.3
4.3125,168.1
5.5023,286.4
3.375,201.9
3.9667,218.5
1.1141,54.4
3.4676,212.8
3.1942,94.9
1.9886,113.8
2.7051,193.8
1.8,60.4
10.6514,500.001
3.3839,400
3.0437,110.8
4.0491,147.9
3.5385,157.4
4.0938,109.1
3.445,203.4
1.8333,69.8
1.6111,54.3
3.0185,500.001
7.5582,263.7
1.6333,94.5
3.0721,83.8
0.9142,162.5
6.3325,250
4.4643,308.1
3.8,222.5
4.5246,198.9
5.2549,261.8
2.9861,81.5
6.3568,294.3
5.8151,295.6
7.8528,337.5
4.7344,200
4.3424,160.6
4.9107,213.8
3.8958,247.7
2.5898,76.3
3.6364,252.8
1.7847,109.5
5.0175,143.4
1.5727,225
3.6563,95.6
2.6458,84.8
4.0357,187.8
2.0417,92.6
3.6167,280
2.1287,55.3
3.825,84.2
3.6696,194.4
4.055,201.9
3.855,243.8
4.7321,422.4
1.808,58.5
4.0893,215.7
3.3929,82.1
3.5486,148
2.9441,200.4
1.8845,77.7
2.0893,101.1
3.2404,225
3.2594,233.9
4.4148,239.2
2.3681,241.4
3,163.2
3.5541,191.8
2.5763,173.9
3.2375,450
1.9891,500
2.3818,88.1
2.862,258.4
8.051,363.6
3.6111,254.5
1.24,325
3.7887,500.001
4,250.4
6.3002,282.9
2.6979,75
4.9148,155.5
2.8828,204.7
4.0473,212.1
4.7039,225
4.2219,162.8
7.9393,399.3
3.775,93.4
3.3125,154.9
2.0227,47.5
3.1923,116.9
5.038,185.6
3.125,216.5
3.6312,147.6
3.5833,322.9
3.37,330.3
8.3474,500.001
5.7117,247.2
5.615,285.6
8.6963,500.001
2.5743,309.8
2.7409,167.1
2.3295,55
2.5202,244
2.4234,63.7
5.4122,397.5
5.0285,148.2
4.3819,209.2
2.4961,58.8
2.3917,79
6.1324,164.8
2.8833,115.2
2.1875,187.5
1.9327,169.9
1.5758,108.3
4.25,189.2
1.5278,145.8
2.0577,69
3.0875,198.4
2.0833,94.3
3.8571,500.001
3.9844,152
4.6875,274.4
1.4427,47.7
3.5987,131.7
4.4464,500.001
2.8323,50.8
3.0417,113.7
1.3039,77.5
2.1383,153.4
5.1136,111.7
4.0781,124.3
2.0057,68.2
1.9034,49.6
3.1667,126.4
3.6007,104
4.5081,251.4
4.2788,332.5
4.8816,231.5
9.0519,500.001
3.4013,183.3
2.7411,59.8
3.6875,209.6
4.5382,165.7
0.9379,67.5
2.8728,114.6
3.3445,92.9
4.0687,160.3
4.5062,219.3
4.1282,188.1
2.3567,253.1
6.6579,245.2
2.1406,165.3
1.9625,101.5
1.2575,66.8
3.6154,155.7
2.9545,237.5
5.7382,278
2.5179,58.8
3.9167,155.7
4.7381,140.5
1.525,210
3.7206,146
2.7515,247.7
1.7411,63.5
4.2061,253.6
3.9632,147.1
3.125,65
4.3,275
3.5388,118.5
1.1346,137.5
5.3377,373.8
5.0871,290.5
1.9286,137.5
4.5769,254.5
3.2917,225
8.4693,419.2
3.125,92.8
6.1359,106.3
3.8125,174
3.9444,212.9
3.4238,337
2.3973,167.3
3.9243,404.8
3.1941,394.7
1.0667,34.2
2.3267,92
8.2827,451.4
1.2083,92.6
0.9393,88.9
1.1875,90.6
4.2212,271.3
3.4233,229.3
4.6065,445.9
2.325,109.7
2.1056,72
7.6059,323.7
4.5833,190.7
2.5192,157.3
1.8929,196.9
2.9219,141.3
4.4474,246.9
3.0909,98.3
11.7064,500.001
3.4679,219.7
3.0893,205.6
2.7339,156.7
5.0176,274.2
3.375,134.1
3.1453,74.5
2.7928,175
2.7955,183.1
3.9737,235.6
1.9107,125
6.8088,283.3
2.4259,164.6
2.9904,286.8
4.8611,245.6
1.6522,53.3
2.1705,53
3.5341,167.5
2.6607,90.4
6.3814,159.9
4.25,152.1
4.6547,325.7
1.8981,500.001
5.4716,400
3.8825,136.8
3.5943,262.4
2.598,106.7
4.4934,88
3.0147,142.8
7.1381,292.2
6.1873,312.1
3.8323,128.3
6.1552,362.5
3.1921,261.5
5.7405,351.6
5.3006,221.4
10.8634,381.8
2.4375,57.1
4.5658,500.001
4.475,314.8
7.1687,384.4
2.1471,125
1.9423,98.4
5.7457,240.6
3.75,232.5
3.1711,116.1
3.141,141.4
4.0368,139.1
2.567,102.9
7.0592,288.2
5.2325,286.8
1.7844,78.5
5.4248,187.2
2.1979,146.4
11.6677,500.001
6.2319,403.7
2.4,153.7
2.8359,80.3
2.5625,146.9
2.1836,162
3.5915,305.6
2.4583,197.9
3.4773,155.8
5.0282,195.4
4.2381,229.3
8.5491,410.3
4.4766,192.7
5.411,201.1
2,52.5
4.6957,259.8
5.3433,286.5
6.2263,500.001
2.0917,99.3
2.098,49.8
3.6161,99.5
3.8194,98.5
4.4531,500.001
5.7695,271.4
7.6144,376.2
6.439,296.2
2.0227,179.8
2.0288,350
1.972,90.5
2.45,117.6
1.6833,40
2.1838,75
2.7381,104.6
3.4868,165.6
1.8827,48.7
4.1797,271.8
3.6583,150.5
5.1837,445.6
1.8281,62.9
1.3386,63
4.7574,209.9
2.4286,233.3
5.5507,345.7
2.9875,166.3
7.75,375
3.5195,249.1
3.5804,383.8
3.0969,143.8
4.1603,160.5
2.9576,108.5
2.4207,165.6
2.4063,170.2
3.8295,149.6
2.6658,106.9
3.0789,131.7
2.5988,135.6
3.0187,278.1
2.1602,65.2
4.1471,284.4
3.1484,158.9
2.7361,145.7
0.4999,500.001
3.2604,93.3
2.8646,221.1
6.1043,343.5
4.7472,148.6
4.5132,259.9
4.0905,236.5
4.6667,175.6
10.2311,500.001
2.5764,150
0.8054,60
2.2679,150
2.6979,266
1.6579,68.5
4.5972,146.3
5.225,213.7
6.5755,272.8
2.7857,201.7
2.0472,93.2
3.1912,319.8
3.2121,153.9
2.4821,248.2
1.8514,66.5
2.5197,82.3
2.9231,45
3.1667,161
2.5833,500.001
3.5893,276
2.894,209.5
1.7568,93.8
4.1071,145.8
7.6917,401.8
6.0868,282.9
2.1833,49.5
3.7419,500.001
2.4464,169.6
5.0113,158.6
2.8024,127.9
3.886,281.3
3.3444,183.9
1.056,51.6
5.1408,264.7
5.6396,430.3
2.2937,350
1.745,70.5
2.5603,287.5
5.0862,166.5
5.0362,255.1
5.1771,212.8
4.1026,211.5
1.6513,90.2
2.9293,113.6
4.2054,130.6
2.6827,219.9
4.6625,158.9
5.2888,463.8
7.5847,375.7
4.5278,166.9
2.7308,139
1.9417,53.8
1.9784,70.7
4.6976,171.1
4.1397,331.3
1.2157,57
5.6235,500.001
3.6354,162.9
0.8185,187.5
3.8125,382.1
2.5552,200
3.7917,160.6
3.9615,116.3
4.7283,164.5
2.2618,96.1
5.2769,241.1
3.1167,121.6
1.8656,122.9
6.3911,301.7
2.0307,226.7
6.3516,354.3
5.6902,243.2
4.6424,312.7
1.9583,92.6
2.1765,128.4
5.6336,500.001
3.9816,179.5
4.5625,171.3
10.5815,500.001
3.5051,232.4
5.0926,390.5
2.7813,112.9
2.9646,179.8
0.922,67.5
4.7083,190.9
3.6969,335
5.0092,244.1
4.1719,126.4
6.9096,341.8
3.0357,208.3
2.07,154.5
6.3443,324.7
1.2321,137.5
3.0919,185.4
10.5575,500.001
4.2917,314.7
4.665,145.6
2.891,178.1
4.2885,262.4
6.075,417
4,192
5.0719,219.5
7.6775,391.2
4.875,227.3
4.1301,268.4
2.8155,101
1.4773,57.4
6.6916,329.5
3.1779,186.5
2.3924,102.2
3.5711,312.7
4.125,136.2
1.8077,54.1
3.9375,339.8
3.1972,151.5
1.8828,44.6
3.4193,177
2.0357,57.6
2.1964,112.5
3.0909,150.9
3.6523,159.7
1.8942,216.7
3.7917,151.6
2.3062,138.8
2.943,341.7
2.0521,65.4
2.85,90
2.5809,83.2
5.2503,292.9
2.1432,197.5
6.5648,237.2
2.4071,170.5
4.4196,223.1
5.8704,234.4
2.2264,108.1
2.4623,126.1
3.8333,118.8
3.7109,199.8
7.9135,496.4
1.6785,153.1
5.2951,386.2
2.0202,71.1
5.6916,500.001
1.8523,144.8
1.7857,258.3
3.0278,310.6
1.6007,96.2
3.385,408.3
5.6513,227.9
2.8169,165.1
2.0769,88.3
3.5208,145
1.2813,46.7
3.8275,238.5
3.1439,192.3
3.1792,146.4
4.9615,157.8
5.2081,136.4
2.212,132
3.7277,165.1
1.4048,200
3.2028,322.9
6.4962,182.4
5.2894,332.8
3.3482,318.1
3.455,137.5
1.7788,85.8
3.775,153.8
9.8708,500.001
3.3869,80.4
2.8586,163.3
2.4485,95.5
3.8171,187.2
1.3882,53.8
2.7115,220.8
2.3824,145
3.1106,209.4
3.2391,187.5
2.7788,115.7
4.2188,139.2
6.1572,344
1.4007,225
2.7483,218.8
2.589,242.4
6.4468,444.2
1.7059,85.8
2.8452,104.7
4.1488,235.3
15.0001,500.001
2.9891,116.5
3.575,125.5
4.263,127.4
2.99,69.4
5.0753,178
13.5728,500.001
4.2011,255.4
2.7137,196.4
2.0368,243.8
3.9615,331.3
2.0488,88.9
9.9025,500.001
3.9632,240.3
1.7801,142.8
1.1295,137.5
4.5,92.8
3.4688,183.6
7.0352,299.6
4.6827,255.1
6.917,438
2.4048,208.3
3.5667,190.7
6.4514,270.8
7.8904,468.8
2.7043,186.2
2.5042,147.9
4.6635,206.7
3.0179,91.6
3.0441,140.1
1.9722,116.1
6.2464,233.9
6.1078,219
6.5669,372.8
3.3846,168.1
3.9097,323.8
3.0907,94.1
4.6776,208.3
4.75,161.9
4.2875,150.7
2.1766,205.6
5.1314,179.2
3.1929,137.9
4.2463,182.8
1.9063,175
6.9772,383.3
6.9257,466.4
4.5607,182.1
3.7404,89.2
2.5955,139.7
5.5981,220.1
2.3859,153.1
4.6923,122.7
3.5625,194.5
5.2405,302.4
1.2857,60
5.3224,225.8
8.5403,451.3
2.595,104.2
3.9408,170.6
5.1047,157.9
5.0947,210.3
2.1908,110
4.25,214.8
1.975,138.1
2.2917,145.1
2.4968,174.1
4.4766,230
3.1845,87.2
4.037,156.9
3.6411,162.8
2.275,85.4
2.4141,137.5
3.1629,198.9
6.626,500.001
1.8696,61.5
5.0164,165.2
3.6964,165.7
4.1875,275.4
3.5048,294
4.3083,500.001
3.48,95.3
3.5852,121.6
6.7957,287.5
2.7059,159.8
2.3087,118.8
2.5208,182.8
2.0134,132.4
2.483,137.5
1.976,67.3
1.5923,56
6.4978,361.5
2.0885,73.7
2.6618,179.7
3.7007,139.2
3.5909,155.4
7.2845,301.8
5.0477,292.5
2.7717,500
5.0389,171.5
2.5511,134.1
1.654,100
4.0229,363.1
3.7716,242.9
4.8359,195.7
3.1914,215.6
4.8036,141.6
5.8053,255.9
3.0347,254.5
3.975,162.4
4.0238,182.5
8.5957,444.1
2.1944,87.5
1.7885,57
4.0139,132
3.8304,183
4.0724,231.4
4.7237,306.6
4.8889,155.7
2.6987,92.5
3.2794,224.5
11.2866,500.001
2.9744,136.8
7.2519,216.6
3.0125,111.7
4.1154,160.2
3.0481,210
3.7596,381.3
5.4533,409.8
2.7868,117.8
4.2224,125.7
3.125,187.5
4.1573,228.1
7.3445,366.7
4.6833,142.2
2.2336,112.7
5.2037,242.2
4.8889,138.9
3.0453,185.9
5.1322,314.9
3.5987,340.5
2.5754,169.7
3.5647,251.8
4.2716,250.8
5.1202,133.8
2.1944,211.5
4.0313,299.3
11.7794,500.001
4.1852,303.3
1.5064,66.3
3.0833,179.1
6.6779,223.9
2.5848,101.9
1.78,162.5
4.3452,260.1
1.7,92.3
2.9583,175.4
5.3774,325.6
3.2652,152.8
3.2125,185.4
1.7446,85.2
2.5795,192.4
3.2481,128.8
4.875,232.4
2.189,72.5
2.3889,53.2
4.8625,262.5
5.187,153.8
1.5972,168.8
3.8611,126.4
3.4784,154.4
2.0959,125
4.65,152.5
3.875,133.6
2.025,85.7
3.6339,98.6
3.8506,167.4
1.5625,71.5
1.3448,91.3
3.1361,84.8
3.7589,113.7
2.5234,62.8
5.9836,294.8
3.5707,341.7
2.963,89.5
2.3472,135.2
6.358,500.001
6.6739,500.001
7.5,295.2
1.7262,73.7
3.8125,244.5
1.4189,141.7
4.9196,140.5
2.3352,84.3
2.7708,127.9
1.7986,49.3
6.2082,250.3
6.0226,192.9
3.1429,179.2
5.5514,255.7
4.3898,270
3.0455,102.4
6.091,500.001
3.125,167.1
2.981,129.1
6.1805,247.9
1.875,66.6
1.1667,112.5
3.8103,111.1
3.6091,87.2
2.7993,145.5
2.59,69.3
5.9508,181.1
3.5,135.8
11.1118,500.001
4.2344,306.3
4.0927,142.6
2.7917,225
3.5391,55.9
1.8839,71
7.9614,500.001
2.555,72.7
5.0479,280.4
3.1458,130.6
4.5278,340.4
3.7736,158.4
3.2574,254.4
4.1071,311.3
3.0052,242.5
4.9519,500.001
1.9074,99.6
5.9055,477.3
4.2969,151.2
5.8792,255.5
5.3794,206.2
5.5,146.2
2.3482,190.6
2.5,110.2
2.1471,239.3
5.9175,416.9
5.9094,261.1
5.2853,355.9
3.1771,210.2
1.9,110.9
1.0481,48.5
8.468,472.1
3.0313,135.8
3.0398,120
1.6767,147.7
3.875,135.6
2.3886,89.4
3.9073,91.6
4.3351,267.4
10.959,500.001
4.2813,189.5
6.3712,369.8
2.4667,106
3.4333,290
4.2955,218.8
2.425,175.5
6.8189,379.3
4.3118,120
1.6786,56.5
1.3417,169.3
4.5568,286.9
3.5179,130.8
2.675,22.5
2.3516,47.5
3.5234,265
1.2273,98.4
1.7105,52.1
2.7813,129.2
3.9545,178.1
6.0829,252.6
6.1949,238.7
2.5625,138
3.6429,105.2
6,384.2
5.3505,266.6
4.2045,226.5
10.5536,500.001
2.625,163.3
3.9519,126.5
2.25,162.5
4.3939,491.2
5.2849,160.4
3,91.8
2.6465,160.2
6.0715,173.4
6.3302,362.8
1.9044,64.9
2.4844,77
1.9052,83.4
6.1103,301.6
4.2639,293.3
2.6429,218.5
1.3571,55
1.5326,90.6
4.5179,112.5
1.9338,112.5
4.7069,176.9
3.2292,86.1
1.7708,138.8
4.0508,183.9
2.8274,122.5
3.2188,112.5
5.0468,168.8
2.5551,182.1
3.9444,240.1
3.2539,199
2.2566,92.7
3.4115,184.8
4.3125,243
1.91,63.9
1.3971,134.4
5.697,435.7
4.5699,170.8
8.1117,410.2
5.2032,217.1
3.2371,154.7
3.9091,500.001
1.4828,94.8
1.7019,350
6.1273,289.6
6.065,315.5
3.3841,184.4
7.6933,405.9
6.5616,290.2
5.4337,133.8
1.6534,61.4
2.25,84.2
1.95,61
3.2708,128.1
3.5393,88
6.3688,277.6
5.0016,218.5
15.0001,400
6.6134,307
2.7231,250
3.5542,96.5
4.4375,195.8
10.0825,397
3.0645,165.4
7.1997,253.8
1.9943,86.3
4.615,371.4
1.7765,109.8
2,84.2
3.9722,313.4
3.9333,162.3
2.9025,229.1
1.4036,209.6
1.8589,144
3.16,225
4.2955,309.7
4.5313,308.4
3.3611,117.6
10.0259,500.001
3.1217,178.5
11.2093,500.001
3.925,118.5
3.8,217.1
2.4044,65.8
1.186,67
3.1281,76.2
5.0166,229
3.4837,186.5
4.625,279.3
4.0057,241.6
8.2436,500.001
2.2993,99.5
3.7844,183.9
3.332,111.8
1.8814,57.7
4.2361,177.5
2.6066,80
2.475,142.6
6.3308,230.6
2.3,120.8
2.8974,189.9
2.3424,188.5
2.1136,61
2.1304,58.5
4.4432,181.5
2.4375,181.3
4.7813,246.4
3.9417,139.1
1.7868,45.5
3.5,144.7
2.0848,135.2
5.3307,207
2.2439,97.5
1.6469,47.6
4.0737,238.2
3.7222,195.8
1.9907,51.2
3.9917,244.1
4.5303,175
1.7159,95
3.6875,353.9
1.375,104.9
5.9191,151.9
6.3501,350
2.7083,199.1
3.7969,164.8
2.9952,63.8
2.9706,81.3
5.1691,263.2
4.0717,126.5
4.1865,154.3
3.5403,113.5
4.4773,173.1
7.0173,382.1
2.1484,81.3
2.5806,234.1
3.675,213.1
1.9181,118.8
3.4605,441.7
2.052,108.9
3.5664,150.4
4.988,263.7
2.502,62.1
2.4632,144.2
5.1948,203.5
7.3521,444
2.2054,66.4
4.6028,216.8
2.925,176
2.5792,163.8
2.7986,189.9
1.6944,137.5
3.5429,88.2
3.4896,143.8
2.5372,218
2.7797,105.5
2.2132,89.2
3.6125,122.5
1.3971,89.8
4.1293,83.2
2.2321,34.6
3.2702,67.3
2.4722,129.2
6.4441,261
2.0074,96.2
2.5272,92
2.3507,97.6
4.2422,237.5
2.7243,138.4
1.625,162.5
4.1674,214
2.7243,218.1
2.619,212.5
4.0521,166.7
7.598,347.8
4.2404,274.3
3.8108,90.4
3.5385,186.8
3.8018,112.5
1.9531,45
3.3889,110.8
5.8505,417.1
2.1727,145.5
4.1146,160.1
4.6957,271.5
4.1947,222.7
8.1844,406.3
4.566,116.9
3.045,100
2.7434,218.8
4.8083,347.7
4.9342,181
2.92,242.2
1.8654,89.4
2.4943,81.9
4.2312,183.8
4.793,470.8
3.0114,255.5
3.0096,180.8
3.0257,80.8
3.1523,176.7
7.1669,500.001
1.9392,142.9
2.4387,175
4.7589,178.2
3.7614,314.3
3.225,218.8
7.8476,500.001
2.6179,158.8
3.8899,348.5
6.3521,493.4
0.9802,129.2
7.3719,337.4
3.2794,148.6
2.9422,289.4
5.3683,339.4
2.1553,255.4
3.775,168
1.8333,58.2
3.7988,184.1
4.8542,218.1
9.5271,500.001
5.7768,281.6
5.0672,171.3
3.0964,190.5
1.8299,137.5
3.7206,230.9
2.4727,175
3,253.9
2.1389,168.9
4.3264,128.9
3.9352,232.9
3.5562,239.2
2.7083,88.9
2.2875,79.9
1.675,166.7
2.6827,83.9
6.1863,355.6
2.8231,137.5
4.9107,231.9
3.9688,165
2.85,144.6
2.3864,350
6.5173,334
3.705,185.8
4.1632,119.8
3.5568,191.2
4.9702,279.8
5.3185,358
5.0704,226.2
7.7846,409
2.6238,210
5.4824,179.7
3,156.4
2.25,75
7.7736,378.1
4.1875,275
1.5635,60.4
3.0903,153.5
2.3658,164.1
3.775,125
2.5417,217.5
3.915,217.7
4.5694,243.7
7.5813,374.1
2.9526,271
3.375,257.8
2.45,85.8
2.5096,72.2
2.125,62
3.4286,129.4
2.9384,304.1
1.9667,93.8
2.5559,96.8
1.3696,65.2
7.1298,278.6
7.2472,441.9
2.6012,125.6
5.7951,226.9
0.977,118.8
3.125,115.6
3.1287,198
3.5,113.9
7.9611,500.001
5.3064,165
2.8603,128.9
3.5461,103.6
2.8621,196.9
4.0211,144
4.425,188.4
2.525,155.5
6.8787,386.8
4.6019,242.5
3.2731,113.9
2.7652,177.4
4,263.2
4.282,224.7
2.6792,138.9
9.7796,500.001
2.4091,115.5
3.15,140.6
4.5337,306.7
3.95,347.7
2.4321,82.1
7.5078,344
7.6986,500.001
6.0878,430.2
2.8682,96.4
3.8819,289.9
1.125,60
1.5611,44.4
3.8984,306.3
1.4767,62
2.0243,82.3
3.5072,121.9
6.6361,308.6
1.7344,66.4
2.2596,119.4
5.5425,202.3
4.485,180.6
5.8838,232.6
3.1523,93.3
3.527,318.9
10.2849,500.001
5.1082,195.8
5.1762,264.4
2.9318,112.4
3.8816,134.6
4.875,143.1
5.756,302.7
3.0912,155.3
1.6156,102.1
4.2798,218.8
4.7813,160
5.1998,294.1
4.625,500.001
3.2596,272.4
6.7123,354.6
3.5855,174.3
2.0187,90.1
3.3447,305.2
2.9222,153.7
5.2121,466.7
4.2263,203.2
6.871,500.001
2.8203,152.6
3.3725,375
7.9885,403.3
1.8214,80.1
1.3169,112.5
6.8462,320.9
2.6583,142.6
3.7383,166.2
4.1312,185.2
3.0938,155.4
4.119,324
3.0208,148.8
4.1151,203.2
6.8742,413.1
2.5179,104
6.2047,248.1
1.2222,107.2
1.9835,225
2.8194,81.3
5.2131,359.6
5.2639,242
1.4028,68.5
7.1366,273.9
2.3041,149.1
3.3158,125.9
5.6754,275.9
4.3723,135.6
7.8705,500.001
5.3693,260.7
4.0156,196
3.2301,189.9
2.9844,163.6
2.6159,182.3
5.0774,407.2
1.6854,64.7
4.625,118.1
2.2292,57.4
2.4878,103.8
4.4697,221.3
1.9937,103.6
3.2289,318.1
2.9934,134.2
1.494,187.5
8.1163,365.8
3.7292,146.3
4.1298,222.8
3.008,229
8.3014,358.5
3.3214,148.8
2.6518,179.8
3.4,155.5
6.4664,271.5
2.9485,112.5
4.6473,227.1
3.0625,500.001
3.7912,168.9
2.5938,135.6
2.8175,135.2
3.8929,209.5
2.7589,137.5
4.2727,241.9
8.8793,410.3
4.7344,346.9
3.5398,158.4
2.1976,97.9
3.141,220.1
3.7969,202.8
4.6042,251.9
2.8462,172
3.2465,97.2
9.7956,500.001
3.0087,159.4
2.2019,130.5
4.5094,160.2
5.7763,206.7
2.3287,130.7
2.7391,140.3
3.765,238
4.6944,171.1
3.0284,115.8
2.7461,70
2.8966,92.4
6.5226,258.5
2.6635,162.5
3.1597,116.3
2.628,251.1
3.025,81.8
3.825,216.7
5.2088,344.2
3.4545,89.8
6.174,358.8
2.3661,77.5
3.5507,257.9
3.9063,210
4.8583,224.2
3.875,165.1
1.712,82.1
3.1667,160.6
3.0393,129.2
2.7464,153.1
1.6722,59.1
3.7727,500.001
3.2222,218.7
1.3523,85.7
1.7708,79.5
2.6058,72.7
2.1875,87
3.1563,98.4
2.1111,79.7
4.0282,126.4
1.8939,83
3.1002,114.3
4.7386,186.4
2.5927,161.5
3.2872,175
2.3636,88.3
6.2275,394.4
2.5368,240
4.9609,186.7
3.6389,186.6
4.6611,349.3
2.8672,198.5
0.813,275
2.9899,406.5
2.6452,154.2
2.6302,81.3
2.2917,112
5.5347,500.001
7.9068,349.1
2.3674,500.001
1.5313,43.8
5.2077,181.3
3.1793,159.9
3.2689,231
1.3291,120.8
3.8954,133
6.7082,500.001
5.2128,289.9
3.2484,91.1
6.2178,173.9
1.6488,117.5
5.6875,211
3.6719,357.4
7.9213,477.8
4.9167,256.3
2.2607,165.6
2.2339,116.6
2.8438,111.5
2.3147,192.5
2.8906,158.3
5.6305,430
1.6,79.4
5.145,420.2
2.4432,78.8
2.5,182.1
2.9185,224.5
2.5288,61.8
2.1182,58.9
5.0393,321.1
1.4497,205.6
6.1281,236.2
2.2981,177.7
4.0488,409.7
12.542,500.001
2.3167,92.6
6.0338,423.7
3.5473,226.3
5.343,231.9
3.1458,118.8
1.3071,250
1.3194,81.4
3.0907,127.2
6.8469,446.4
4.8237,220.9
5.3773,379
1.899,64
3.3571,405.4
4.0074,434.7
4.625,136.8
6.1004,426.4
1.9956,58
3.0587,143.1
1.8846,88.3
